cell_id	donor_id	C1	C2	C3	scaled_age	sex	scaled_log_nUMI	percent_mito	gPC1	gPC2	gPC3	gPC4	gPC5	ePC1	ePC2	ePC3	ePC4	ePC5
cell_000540	donor_014	1.9041445866433473	-1.0988312932027955	1.3081538980697687	-1.500924	F	-1.553571	0.050819	-0.021959	-0.000352	-0.008418	0.034196	0.053038	-1.109797	-0.853339	0.127163	1.307177	0.66541
cell_000541	donor_014	0.9215921961260706	0.9557471733745335	2.2530542948903904	-1.500924	F	-0.764274	0.014955	-0.021959	-0.000352	-0.008418	0.034196	0.053038	1.647847	0.734209	-1.088886	-0.092968	1.413706
cell_000542	donor_014	0.27981800759813436	-0.4621379284733199	0.28036477830588014	-1.500924	F	-1.888018	0.002761	-0.021959	-0.000352	-0.008418	0.034196	0.053038	0.766696	-1.697701	-0.379266	-0.137604	-0.858367
cell_000543	donor_014	0.5320228847285654	-0.47489891576086135	-0.1882220011736381	-1.500924	F	1.624953	0.040798	-0.021959	-0.000352	-0.008418	0.034196	0.053038	1.92548	1.185945	1.325181	1.466506	1.197157
cell_000544	donor_014	-0.7630962176148524	0.24199093439693406	1.453538530433609	-1.500924	F	-0.444588	0.057998	-0.021959	-0.000352	-0.008418	0.034196	0.053038	0.587058	1.428628	0.320512	0.882007	-1.175921
cell_000545	donor_015	-1.655268948728324	-0.5273496033895848	-0.7855663973015649	-1.289029	F	-0.654148	0.050388	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.949044	1.220783	-0.347276	-1.594666	2.149699
cell_000546	donor_015	2.168937550625063	1.3374212539515689	2.4815309206859526	-1.289029	F	0.436561	0.018204	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.078091	-0.268507	-0.829168	0.567919	-1.236311
cell_000547	donor_015	0.0439718356468595	-0.4635041221726462	0.17324629898943397	-1.289029	F	-0.615745	0.038218	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.374438	1.183273	-0.24803	-0.915785	0.857819
cell_000548	donor_015	0.05805770252619237	-0.370711096059043	0.8277159110967645	-1.289029	F	-0.699589	0.021692	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.14057	2.219891	-0.831583	-0.184144	-0.971572
cell_000549	donor_015	-0.009966117349720822	-0.6372525808105619	0.9076982132497973	-1.289029	F	0.094199	0.042652	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.62939	-1.564548	-0.525931	0.417557	0.387065
cell_000550	donor_015	2.2168783749189545	-1.569626300322105	0.399819284656367	-1.289029	F	-1.617026	0.050046	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.588397	0.806947	-0.887695	0.076242	-0.224238
cell_000551	donor_015	0.7274933604211746	0.6256264778658487	0.010975323171475716	-1.289029	F	-1.828601	0.027047	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.921174	-2.574923	-0.649236	-0.574999	-0.251035
cell_000552	donor_015	1.2101206639694544	1.2073916603817438	-0.9179710705808412	-1.289029	F	-1.927043	0.017936	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.338555	0.014429	0.005337	0.105228	0.91188
cell_000553	donor_015	-0.5264048152612516	-2.337206262386509	2.730145281276844	-1.289029	F	0.178646	0.0151	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.268153	0.067701	0.719182	-0.010869	-0.852758
cell_000554	donor_015	-0.575729025283408	1.3323632202833444	1.5604968327671591	-1.289029	F	1.87953	0.046103	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.263796	-0.739383	-0.675591	-0.506485	2.337603
cell_000555	donor_015	-1.3817183590025752	-1.0177238410884604	-1.35215969780705	-1.289029	F	1.496211	0.032372	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.067717	-1.712443	-2.011508	-0.900226	0.587169
cell_000556	donor_015	-2.0165773734147283	1.1918553570094368	-1.3833654421514618	-1.289029	F	-1.312275	0.06974	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.676356	0.270699	0.503008	-0.413952	1.110503
cell_000557	donor_015	0.6727758329274501	0.32173295769367233	1.7757787165521444	-1.289029	F	-0.492077	0.049045	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.260055	0.69334	-0.34117	-1.451285	2.002022
cell_000558	donor_015	0.893237294934018	-0.43574256568191333	0.901646700152895	-1.289029	F	0.718644	0.038199	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.776147	0.301123	-1.94977	1.950194	-0.571053
cell_000559	donor_015	0.21067906988456106	-1.1187490655100143	-1.213943070049509	-1.289029	F	-2.121673	0.018364	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.520181	-1.851444	2.396722	-0.315299	-1.093681
cell_000560	donor_015	1.7025425041937985	-1.402147827532491	-0.9365413446887132	-1.289029	F	0.207075	0.029737	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.905852	-0.121891	-0.93837	0.461853	0.196487
cell_000561	donor_015	0.2203242460228974	-0.5089879369291875	2.036520543546626	-1.289029	F	1.634891	0.001758	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.948949	0.153806	-0.880188	-0.77657	1.875591
cell_000562	donor_015	-0.32395585916638053	0.017120264758880004	-0.7584967329976322	-1.289029	F	0.642688	0.018999	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.665509	-0.964202	0.142494	-1.344969	-1.597639
cell_000563	donor_015	0.03878912220615969	1.8114277303632431	1.9509612235035174	-1.289029	F	-0.775982	0.02188	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.073667	1.58067	-0.063949	-0.929773	1.16302
cell_000564	donor_015	-0.06572881017398188	-1.7745894201340295	0.425635246790142	-1.289029	F	-0.692377	0.072549	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.029768	0.988071	0.453199	2.490418	0.18505
cell_000565	donor_015	1.8105967116570365	-1.2971315170700488	-0.6452255019639275	-1.289029	F	0.098072	0.043533	0.026337	0.004605	-0.028523	0.006309	-0.020573	-2.209319	-0.608398	-1.08153	-1.675967	-0.730027
cell_000566	donor_015	-0.1556400860591408	-0.08556106088418643	0.173040064960081	-1.289029	F	-1.071181	0.004798	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.310647	0.524076	0.078402	0.63733	-0.0051
cell_000567	donor_015	0.16682877037118532	-1.1916915644954276	1.5479692598571193	-1.289029	F	-0.306532	0.053273	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.014537	-0.462561	0.370647	-1.30928	0.89357
cell_000568	donor_015	1.7873975322633615	0.44777239139226016	-0.4517094195589037	-1.289029	F	0.33946	0.060576	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.581632	0.779742	1.190969	0.919326	0.483052
cell_000569	donor_015	-1.2351109031817886	-2.185384647961593	1.0083374313122502	-1.289029	F	-1.4431	0.08471	0.026337	0.004605	-0.028523	0.006309	-0.020573	-2.668001	-0.261352	-1.667851	0.091547	2.020177
cell_000570	donor_015	-1.9619584097469818	-0.5964586228059506	1.4066418190410281	-1.289029	F	0.137774	0.01459	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.596605	1.053583	-1.869639	0.096734	0.161399
cell_000571	donor_015	-2.038129829726313	-1.1976931161645246	-0.7329030195684101	-1.289029	F	-1.21562	0.003139	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.9851	0.844595	0.318855	0.111225	-2.151314
cell_000572	donor_015	-2.3056256911937902	1.3287220213730528	-0.8401059540169007	-1.289029	F	-0.066386	0.048797	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.273878	-0.162471	-0.676769	-0.563146	0.135562
cell_000573	donor_015	-3.436529371965153	0.5299896507483528	0.8988849585465796	-1.289029	F	0.13153	0.04123	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.230091	0.094013	0.999718	1.152089	-0.579006
cell_000574	donor_015	-0.20754577039721597	2.8684908498647914	-0.09610940476013734	-1.289029	F	-0.444214	0.035892	0.026337	0.004605	-0.028523	0.006309	-0.020573	1.376049	1.625302	0.575471	0.702446	-2.043897
cell_000575	donor_015	-1.0883411674960293	0.022643073034092256	0.0808090937020145	-1.289029	F	0.88549	0.060131	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.705508	-0.174384	0.317376	-0.65392	0.92252
cell_000576	donor_015	-0.5294969732875905	-1.5967681480734273	-0.2199634638100997	-1.289029	F	1.807292	0.061619	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.239954	0.859253	0.709073	-0.578779	-0.388964
cell_000577	donor_015	0.5656305802868719	-1.466518565068617	-1.1296967511845772	-1.289029	F	0.540933	0.011977	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.155065	-0.079069	2.017062	0.021967	1.447492
cell_000578	donor_015	1.047474952477199	-1.5091414846781805	0.33085355183682197	-1.289029	F	-1.569755	0.010711	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.377128	-0.261031	0.555315	0.261883	1.223783
cell_000579	donor_015	0.1065967998451968	-0.26945866952651193	-0.0867308953708306	-1.289029	F	-1.340899	0.047434	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.71865	-0.015713	0.63971	-0.687447	-0.79277
cell_000580	donor_015	-0.8102744126049831	0.2748909678490865	-0.39364500873163427	-1.289029	F	0.337276	0.015635	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.814637	0.834302	1.042031	0.594583	0.590598
cell_000581	donor_015	-0.03245542776409129	1.2230145860345785	-1.9706327844624074	-1.289029	F	-1.663579	0.04894	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.156974	-1.329882	-0.794064	0.135668	-1.122265
cell_000582	donor_015	-1.1167868587649388	0.39274042533179115	0.16660438971023214	-1.289029	F	-0.131117	0.006483	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.066484	0.099769	0.925794	-0.282498	0.254005
cell_000583	donor_015	2.191172848716478	-1.016484212613591	-0.14717171612486493	-1.289029	F	1.314063	0.049206	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.80019	1.342012	0.773771	-1.214643	-1.852138
cell_000584	donor_015	0.7921361317340556	-0.7885900965801173	-0.5681266793593971	-1.289029	F	0.410446	0.024429	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.086482	0.244369	-1.111698	-1.575938	-0.088269
cell_000585	donor_015	0.5265327209716791	0.15622819126831775	-2.005581965584228	-1.289029	F	-1.072092	0.014392	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.425875	-0.398684	-0.953662	-1.35504	1.522649
cell_000586	donor_015	-0.6509631945502646	-0.6613885627635293	-0.5609710594924311	-1.289029	F	0.037522	0.00892	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.07453	-0.715466	0.528205	-0.634591	-0.305599
cell_000587	donor_015	1.9700150783704733	-0.9521885749195875	-0.22726029605767714	-1.289029	F	0.183908	0.01893	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.374307	-0.464804	-0.120118	0.527162	2.246927
cell_000588	donor_015	0.8341883475977172	1.1989395959485476	0.6093254963993648	-1.289029	F	-1.538918	0.003017	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.210485	-0.746645	0.291214	-0.198328	-0.026916
cell_000589	donor_015	-0.6477561312577316	-1.2462243814628644	1.5533766701722203	-1.289029	F	-1.688164	0.019266	0.026337	0.004605	-0.028523	0.006309	-0.020573	-1.071785	2.100259	0.570962	0.511403	-0.996051
cell_000590	donor_015	-0.4755632599475267	-0.3110539434908553	-0.20830865846640068	-1.289029	F	-0.821025	0.032292	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.143768	0.115292	-0.354718	0.521261	-1.306822
cell_000591	donor_015	-0.1625421283687724	0.6102523913067956	2.3558534004490626	-1.289029	F	2.100614	0.033173	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.27603	1.135929	0.903315	-0.362315	0.609871
cell_000592	donor_015	-1.1277101268060976	-0.47819945575396366	-1.2427035385890142	-1.289029	F	0.314239	0.029083	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.548543	-0.26363	0.65235	-0.470203	0.197801
cell_000593	donor_015	-0.1818560933045664	-2.293574327830292	-0.17533745171113999	-1.289029	F	2.143705	0.022156	0.026337	0.004605	-0.028523	0.006309	-0.020573	0.435923	0.347494	-2.558906	-0.846344	0.081311
cell_000594	donor_015	1.556414186927941	-0.3895840196414791	-2.192659002213041	-1.289029	F	-0.561295	0.032982	0.026337	0.004605	-0.028523	0.006309	-0.020573	-0.243185	-1.61872	0.031878	-1.244359	0.661615
cell_000595	donor_016	-0.4155271737238311	-0.7683418388697217	0.08869078351105797	0.264869	F	-0.1607	0.017838	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.594267	0.604192	0.510743	0.298194	0.864667
cell_000596	donor_016	-1.0654668455883498	-1.2342523829927177	-1.4046321496845244	0.264869	F	0.216298	0.025845	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.570786	-0.46346	0.108607	0.305182	0.890474
cell_000597	donor_016	0.9211585697960518	0.19892028617310747	1.14081715433297	0.264869	F	0.619518	0.025201	-0.017365	-0.046482	0.007555	0.014053	0.020935	1.430156	1.358114	-0.467314	0.912991	-1.083671
cell_000598	donor_016	0.7753357571742802	0.3072741196968018	0.6115161481860132	0.264869	F	0.381276	0.059563	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.229067	0.487184	-0.35305	1.388849	-1.108114
cell_000599	donor_016	1.4219358720458015	-0.050265757807851766	-0.5433612648863024	0.264869	F	-1.025216	0.009228	-0.017365	-0.046482	0.007555	0.014053	0.020935	-1.314361	0.468257	1.448971	-0.978734	-1.986162
cell_000600	donor_016	1.4052408102913905	0.962827242322588	1.2687272751581686	0.264869	F	-0.608678	0.051423	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.093131	1.401758	0.204115	-0.640036	-1.011233
cell_000601	donor_016	0.7040677223445	0.9147398766841487	-0.9386148375059324	0.264869	F	0.188617	0.035022	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.273869	-1.174125	-1.526703	0.031097	0.797989
cell_000602	donor_016	1.0360354119969817	-0.07294411837321238	0.1282364559465384	0.264869	F	1.200376	0.015266	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.004427	-0.706065	-2.255126	0.530227	-0.785853
cell_000603	donor_016	0.16988980667641992	-0.0928107613331627	-0.5584101194314244	0.264869	F	-0.17839	0.017554	-0.017365	-0.046482	0.007555	0.014053	0.020935	-1.078027	1.005677	-0.574079	0.988227	-2.437601
cell_000604	donor_016	1.0861617295568733	-0.3305429395844401	-1.0177505632094388	0.264869	F	-1.341429	0.052468	-0.017365	-0.046482	0.007555	0.014053	0.020935	1.801746	1.152476	2.957571	0.35875	1.433029
cell_000605	donor_016	1.6134340630893755	-0.06914561645622185	0.9757301803668607	0.264869	F	-0.069643	0.028778	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.779146	-0.427659	-0.801089	-0.999769	0.285813
cell_000606	donor_016	1.290797821251709	-1.0351101153973372	0.39955754969302165	0.264869	F	-0.860072	0.007506	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.560756	1.888404	-0.586728	1.16102	-0.082095
cell_000607	donor_016	0.44590818302591423	0.8376028241812388	0.5991134279100658	0.264869	F	0.146243	0.024571	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.373607	0.181314	-0.716587	0.427825	-1.5608
cell_000608	donor_016	-1.2672652754189262	-0.8385681335264884	1.0953629514143086	0.264869	F	-0.074594	0.05666	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.036605	0.649128	0.72338	0.974416	-0.956069
cell_000609	donor_016	0.08787068230109178	-0.45631166778349275	-1.4171655871104945	0.264869	F	-1.901489	0.046353	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.1505	-0.383493	-0.909593	0.302471	1.848704
cell_000610	donor_016	0.15370150727227838	0.20314441044034384	1.5840111109983257	0.264869	F	0.421607	0.027764	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.349281	-0.089272	1.743315	0.327265	1.14503
cell_000611	donor_016	-2.9327582740880644	0.21705544785744516	-1.0105251624853773	0.264869	F	-1.223675	0.029874	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.181772	-1.525299	-0.484338	-0.644867	-0.544254
cell_000612	donor_016	0.17337592064788235	1.4239494935916404	-0.3597740967125455	0.264869	F	-0.68436	0.017439	-0.017365	-0.046482	0.007555	0.014053	0.020935	-1.412821	0.297508	-0.079782	0.941247	-1.565034
cell_000613	donor_016	-0.9838541882289752	-1.3282651732673691	0.651354592621167	0.264869	F	-0.380033	0.05606	-0.017365	-0.046482	0.007555	0.014053	0.020935	1.080479	-1.226119	0.860208	-0.355821	1.174423
cell_000614	donor_016	1.5339649494611718	-0.45868531263044743	1.18056974790535	0.264869	F	-1.588471	0.028551	-0.017365	-0.046482	0.007555	0.014053	0.020935	1.18606	-0.214053	0.077333	1.541068	0.869906
cell_000615	donor_016	0.47906333577330823	0.15139244361159485	-1.3530622450072496	0.264869	F	0.518056	0.020687	-0.017365	-0.046482	0.007555	0.014053	0.020935	-1.647722	-1.208783	0.72549	0.401827	0.733256
cell_000616	donor_016	0.2294386143036165	0.4655913469295109	-0.7411801490192353	0.264869	F	-1.157238	0.057737	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.386175	0.070684	-1.437613	0.409207	-0.659931
cell_000617	donor_016	-0.37152741187719024	-0.4901129737761013	-1.5326858974575415	0.264869	F	1.116838	0.067363	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.331775	1.946172	0.126873	0.764812	0.549773
cell_000618	donor_016	-0.9841564556543843	1.0863748123735326	0.05796080185872315	0.264869	F	0.221391	0.046954	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.017748	0.360703	-0.014646	-1.039133	0.938045
cell_000619	donor_016	0.7178961175036012	-0.7711605701706905	0.7398552066139276	0.264869	F	0.676673	0.027226	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.974155	0.565208	-0.13566	0.326044	-1.081874
cell_000620	donor_016	1.6179541790763021	1.4120244860666222	2.8700204506187577	0.264869	F	0.971599	0.0056	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.147343	0.257876	0.729706	-0.500793	-0.065372
cell_000621	donor_016	-1.1243862940927303	-0.36496936870183727	-0.49398794891626796	0.264869	F	-0.872711	0.068172	-0.017365	-0.046482	0.007555	0.014053	0.020935	1.8422	-1.090514	-2.284148	0.442162	-0.420867
cell_000622	donor_016	0.31940976639951074	-0.16365292261563658	0.047813626774264435	0.264869	F	-0.176562	0.02406	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.042727	-0.433791	0.807077	0.807104	0.551093
cell_000623	donor_016	-0.26424150065109764	-0.7824355617356797	0.21200867479214003	0.264869	F	2.014584	0.064297	-0.017365	-0.046482	0.007555	0.014053	0.020935	-0.815004	0.006806	-0.634472	1.149682	0.747874
cell_000624	donor_016	-1.1690695680222087	-2.329612520918161	-0.6245392602279285	0.264869	F	1.544014	0.020844	-0.017365	-0.046482	0.007555	0.014053	0.020935	1.008215	1.061791	-0.295724	-1.183452	1.268605
cell_000625	donor_016	0.7707333136398162	-0.9271123306551949	0.1351026347005332	0.264869	F	1.427268	0.018318	-0.017365	-0.046482	0.007555	0.014053	0.020935	-2.286565	0.278462	0.811696	2.384892	-0.31597
cell_000626	donor_016	0.549496366737262	-1.1855957289876284	-1.357181656403915	0.264869	F	-0.533503	0.034912	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.601809	-0.420531	1.515673	-0.33624	-1.285861
cell_000627	donor_016	0.918431774671137	-1.2880630138667375	0.23184326887359438	0.264869	F	-0.602121	0.036572	-0.017365	-0.046482	0.007555	0.014053	0.020935	1.085417	0.518401	-0.873329	-1.42678	0.038688
cell_000628	donor_016	-1.0344185927702683	1.171130102378973	-0.20286312317741229	0.264869	F	0.482062	0.027894	-0.017365	-0.046482	0.007555	0.014053	0.020935	0.448564	0.460863	1.235135	-0.389792	-0.684178
cell_000629	donor_017	-1.74497096196063	-0.4213654745027328	0.878107805337466	0.194237	F	0.422768	0.028656	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-0.404436	2.085209	-0.42085	-1.127305	-0.925228
cell_000630	donor_017	0.5079976332115084	0.24849905827239768	-1.9662214130205966	0.194237	F	1.273008	0.017638	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-0.129076	-2.670539	-1.3206	0.592168	-0.396156
cell_000631	donor_017	-0.5949167533226969	-0.7429838810033205	-0.012065042121204794	0.194237	F	0.124884	0.039875	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-1.409648	-0.83933	1.443014	-0.405555	-2.340465
cell_000632	donor_017	1.0994125088091142	-0.11634538938431134	-0.3530409783730974	0.194237	F	2.085647	0.056564	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.22655	-0.339351	-0.994849	1.012521	-1.852902
cell_000633	donor_017	-2.532925998145005	-0.2589607344142961	1.306809520797482	0.194237	F	-1.052362	0.02809	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.145429	-0.153282	0.329732	0.057015	-1.105778
cell_000634	donor_017	-0.6009016697011051	-0.6132113318698387	-0.046262483402016566	0.194237	F	0.54133	0.015518	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.636753	-0.355073	0.400341	0.839883	-0.467845
cell_000635	donor_017	1.4304866771548328	-1.71628381967304	-0.11742694533285733	0.194237	F	-0.57355	0.026782	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.280191	0.394276	0.149809	-0.49411	-0.470956
cell_000636	donor_017	1.316223719349659	-0.1721925903948802	-0.17606466250605354	0.194237	F	1.205296	0.049291	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.665029	-1.621191	0.380299	-0.103652	-0.726703
cell_000637	donor_017	0.13732281736094692	0.33280420983305536	1.6773377922952262	0.194237	F	1.448282	0.065228	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	2.123315	0.076683	-1.07695	1.345764	0.677592
cell_000638	donor_017	0.2268220774732192	-0.5854794309598815	0.0347285753060049	0.194237	F	-1.14851	0.009454	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.488495	2.631691	0.703461	0.316479	-0.014785
cell_000639	donor_017	2.0876567777608486	-0.18743206827838704	-1.939974720876045	0.194237	F	0.736625	0.028868	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	2.213515	0.533095	0.247955	0.734975	0.25157
cell_000640	donor_017	0.5104955634696133	0.272184919078326	0.5131387030432232	0.194237	F	-1.656965	0.025708	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.343783	0.011106	-0.392486	0.197077	-1.070325
cell_000641	donor_017	-1.3822165073242005	-0.2642541645674757	0.7927910801874776	0.194237	F	-0.240084	0.018686	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-2.107203	0.960192	0.943186	0.742718	1.197559
cell_000642	donor_017	-1.7230469067194392	-1.958216314543058	0.13472916843306837	0.194237	F	-0.578554	0.030586	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.04259	-0.155811	-1.63918	0.739781	-1.604917
cell_000643	donor_017	-0.5190159429836569	0.4123397456263726	-0.7620388080195956	0.194237	F	-0.061873	0.035551	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	1.158916	0.358699	-0.007788	-0.651533	-0.594922
cell_000644	donor_017	-0.4738174442923679	0.2639758203535498	0.708419767251461	0.194237	F	0.407436	0.0339	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.749245	-0.710232	0.211844	-1.522108	0.319403
cell_000645	donor_017	0.4756194572603215	0.9068895745849922	-0.4942290518216862	0.194237	F	-0.242649	0.022151	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-1.037949	0.677593	-0.223298	0.925354	0.016942
cell_000646	donor_017	1.8710205948194587	-1.0988319616770796	-0.1272665069635909	0.194237	F	1.471652	0.027316	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.243453	-1.670506	0.965711	0.381993	0.177139
cell_000647	donor_017	-0.031121257293025246	0.684432747191792	0.831072168209133	0.194237	F	0.611592	0.034565	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-0.116022	1.40238	-1.116812	1.017055	-0.008594
cell_000648	donor_017	-1.6236386412829202	0.11547772964281512	1.4972738389304137	0.194237	F	0.457016	0.052915	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-0.58451	-0.342876	0.116479	-1.785673	-1.122481
cell_000649	donor_017	-0.17163885389124672	-1.5555837700628221	-0.655546074506023	0.194237	F	0.260377	0.035335	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-1.356446	0.563557	0.631362	0.100605	1.587411
cell_000650	donor_017	-0.2630585521818939	0.5576100278985054	0.5481963528826881	0.194237	F	-0.149999	0.038672	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-1.713835	1.603465	0.815771	0.044268	0.705352
cell_000651	donor_017	-1.0406612799386312	-0.25814629049255006	1.4953590023074117	0.194237	F	0.749204	0.024967	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.90106	1.65246	-1.561394	1.037643	0.564755
cell_000652	donor_017	1.67771453674702	0.8620791128805079	-1.2590209301957747	0.194237	F	0.912567	0.034553	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.481003	-1.021282	-0.289063	0.202516	2.171343
cell_000653	donor_017	0.6534858130678991	0.5127424488533556	2.257289372345647	0.194237	F	-0.420441	0.016927	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	1.347156	1.217917	0.592017	0.386003	1.165329
cell_000654	donor_017	1.889265874496593	1.7019386790736208	-0.34957313618100383	0.194237	F	1.669317	0.044758	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	0.431458	-1.634223	-1.039453	-0.008574	-1.279664
cell_000655	donor_017	0.4444270005442856	-0.6318069341354727	-1.5443572691916045	0.194237	F	0.989767	0.021348	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	1.681028	-0.498838	0.657193	-1.04486	-0.253356
cell_000656	donor_017	-0.237711638372926	1.2864629385709034	-0.022826570759892115	0.194237	F	0.626537	0.028532	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-0.514597	-0.782698	1.012546	1.387353	-0.089086
cell_000657	donor_017	0.110873292595683	0.8353492970612176	-1.9025090871727819	0.194237	F	-0.282567	0.021153	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	1.049402	0.148553	-0.244	-0.17216	-0.134771
cell_000658	donor_017	-0.7041968117748799	0.3644658875121771	-0.13847967467881778	0.194237	F	0.484777	0.014963	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-0.784493	-0.804313	0.804331	-0.573033	-1.943696
cell_000659	donor_017	-0.6851241342274732	-0.4498460107577303	0.7221745758319685	0.194237	F	-1.208786	0.023381	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-0.503299	1.814064	0.75507	0.153113	-0.650039
cell_000660	donor_017	-0.4913354895652232	0.2676978699129915	-1.2980341073464015	0.194237	F	1.366258	0.024831	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-1.973901	-0.279029	-1.065894	0.81009	0.487349
cell_000661	donor_017	0.430957416823673	0.484685199097528	0.34097761805191523	0.194237	F	-1.059442	0.000824	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	1.058065	-0.111252	-0.072063	-0.765326	-0.122836
cell_000662	donor_017	-1.2100788772659068	-1.9307035973322098	1.7163979979077388	0.194237	F	0.136799	0.012549	0.035523	0.004805	-0.001378	-0.009212	-3.5e-05	-0.273921	-0.904336	0.576869	-1.632695	-1.322254
