cell_id	CTSS
cell_001748	1
cell_001749	2
cell_001750	0
cell_001751	2
cell_001752	2
cell_001753	0
cell_001754	1
cell_001755	0
cell_001756	0
cell_001757	3
cell_001758	1
cell_001759	1
cell_001760	4
cell_001761	2
cell_001762	3
cell_001763	1
cell_001764	1
cell_001765	0
cell_001766	2
cell_001767	1
cell_001768	1
cell_001769	1
cell_001770	1
cell_001771	2
cell_001772	3
cell_001773	3
cell_001774	6
cell_001775	4
cell_001776	3
cell_001777	1
cell_001778	1
cell_001779	0
cell_001780	1
cell_001781	0
cell_001782	0
cell_001783	0
cell_001784	2
cell_001785	0
cell_001786	0
cell_001787	2
cell_001788	1
cell_001789	0
cell_001790	1
cell_001791	1
cell_001792	2
cell_001793	0
cell_001794	0
cell_001795	0
cell_001796	0
cell_001797	0
cell_001798	1
cell_001799	0
cell_001800	2
cell_001801	0
cell_001802	1
cell_001803	0
cell_001804	1
cell_001805	1
cell_001806	1
cell_001807	0
cell_001808	1
cell_001809	1
cell_001810	3
cell_001811	1
cell_001812	0
cell_001813	2
cell_001814	1
cell_001815	2
cell_001816	2
cell_001817	0
cell_001818	0
cell_001819	0
cell_001820	1
cell_001821	0
cell_001822	0
cell_001823	4
cell_001824	1
cell_001825	3
cell_001826	2
cell_001827	0
cell_001828	3
cell_001829	0
cell_001830	2
cell_001831	2
cell_001832	5
cell_001833	1
cell_001834	1
cell_001835	0
cell_001836	1
cell_001837	1
cell_001838	1
cell_001839	1
cell_001840	3
cell_001841	0
cell_001842	1
cell_001843	0
cell_001844	2
cell_001845	2
cell_001846	1
cell_001847	0
cell_001848	1
cell_001849	1
cell_001850	2
cell_001851	2
cell_001852	4
cell_001853	2
cell_001854	2
cell_001855	2
cell_001856	0
cell_001857	0
cell_001858	4
cell_001859	1
cell_001860	2
cell_001861	0
cell_001862	2
cell_001863	2
cell_001864	3
cell_001865	1
cell_001866	2
cell_001867	0
cell_001868	3
cell_001869	4
cell_001870	1
cell_001871	1
cell_001872	0
cell_001873	2
cell_001874	2
cell_001875	1
cell_001876	2
cell_001877	2
cell_001878	1
cell_001879	3
cell_001880	6
cell_001881	0
cell_001882	3
cell_001883	7
cell_001884	2
cell_001885	5
cell_001886	2
cell_001887	2
cell_001888	2
cell_001889	3
cell_001890	3
cell_001891	0
cell_001892	2
cell_001893	0
cell_001894	2
cell_001895	1
cell_001896	6
cell_001897	0
cell_001898	3
cell_001899	1
cell_001900	3
cell_001901	1
cell_001902	8
cell_001903	2
cell_001904	1
cell_001905	1
cell_001906	2
cell_001907	0
cell_001908	0
cell_001909	7
cell_001910	3
cell_001911	2
cell_001912	2
cell_001913	6
cell_001914	6
cell_001915	4
cell_001916	2
cell_001917	0
cell_001918	4
cell_001919	6
cell_001920	0
cell_001921	5
cell_001922	0
cell_001923	2
cell_001924	0
cell_001925	2
cell_001926	2
cell_001927	1
cell_001928	4
cell_001929	0
cell_001930	2
cell_001931	0
cell_001932	2
cell_001933	0
cell_001934	0
cell_001935	2
cell_001936	0
cell_001937	3
cell_001938	2
cell_001939	1
cell_001940	1
cell_001941	3
cell_001942	2
cell_001943	0
cell_001944	3
cell_001945	1
cell_001946	0
cell_001947	1
cell_001948	1
cell_001949	0
cell_001950	2
cell_001951	0
cell_001952	3
cell_001953	1
cell_001954	1
cell_001955	1
cell_001956	0
cell_001957	1
cell_001958	2
cell_001959	2
cell_001960	0
cell_001961	0
cell_001962	0
cell_001963	0
cell_001964	1
cell_001965	2
cell_001966	0
cell_001967	0
cell_001968	1
cell_001969	2
cell_001970	0
cell_001971	0
cell_001972	4
cell_001973	0
cell_001974	0
cell_001975	0
cell_001976	0
cell_001977	0
cell_001978	0
cell_001979	0
cell_001980	0
cell_001981	2
cell_001982	0
cell_001983	0
cell_001984	0
cell_001985	0
cell_001986	0
cell_001987	0
cell_001988	1
cell_001989	1
cell_001990	1
cell_001991	0
cell_001992	0
cell_001993	0
cell_001994	0
cell_001995	0
cell_001996	0
cell_001997	0
cell_001998	2
cell_001999	0
cell_002000	0
cell_002001	0
cell_002002	0
cell_002003	0
cell_002004	1
cell_002005	0
cell_002006	0
cell_002007	0
cell_002008	0
cell_002009	0
cell_002010	1
cell_002011	0
cell_002012	1
cell_002013	0
cell_002014	0
cell_002015	0
cell_002016	0
cell_002017	0
cell_002018	1
cell_002019	0
cell_002020	4
cell_002021	3
cell_002022	0
cell_002023	0
cell_002024	1
cell_002025	0
cell_002026	0
cell_002027	0
cell_002028	2
cell_002029	0
cell_002030	0
cell_002031	0
cell_002032	0
cell_002033	4
cell_002034	2
cell_002035	1
cell_002036	0
cell_002037	0
cell_002038	0
cell_002039	1
cell_002040	2
cell_002041	4
cell_002042	2
cell_002043	1
cell_002044	2
cell_002045	2
cell_002046	2
cell_002047	0
cell_002048	3
cell_002049	0
cell_002050	2
cell_002051	1
cell_002052	1
cell_002053	0
cell_002054	3
cell_002055	2
cell_002056	0
cell_002057	0
cell_002058	1
cell_002059	0
cell_002060	2
cell_002061	1
cell_002062	0
cell_002063	1
cell_002064	3
cell_002065	0
cell_002066	2
cell_002067	0
cell_002068	3
cell_002069	4
cell_002070	4
cell_002071	3
cell_002072	1
cell_002073	1
cell_002074	3
cell_002075	2
cell_002076	4
cell_002077	0
cell_002078	1
cell_002079	1
cell_002080	1
cell_002081	1
cell_002082	0
cell_002083	3
cell_002084	0
cell_002085	0
cell_002086	0
cell_002087	0
cell_002088	4
cell_002089	2
cell_002090	2
cell_002091	0
cell_002092	1
cell_002093	0
cell_002094	0
cell_002095	1
cell_002096	0
cell_002097	0
cell_002098	2
cell_002099	0
cell_002100	0
cell_002101	0
cell_002102	4
cell_002103	2
cell_002104	1
cell_002105	1
cell_002106	0
cell_002107	0
cell_002108	4
cell_002109	4
cell_002110	0
cell_002111	0
cell_002112	2
cell_002113	1
cell_002114	2
cell_002115	0
cell_002116	1
cell_002117	4
cell_002118	0
cell_002119	2
cell_002120	1
cell_002121	1
cell_002122	0
cell_002123	0
cell_002124	2
cell_002125	2
cell_002126	1
cell_002127	2
cell_002128	1
cell_002129	2
cell_002130	0
cell_002131	1
cell_002132	2
cell_002133	0
cell_002134	2
cell_002135	2
cell_002136	0
cell_002137	7
cell_002138	1
cell_002139	2
cell_002140	0
cell_002141	4
cell_002142	1
cell_002143	0
cell_002144	1
cell_002145	2
cell_002146	0
cell_002147	1
cell_002148	0
cell_002149	1
cell_002150	0
cell_002151	2
cell_002152	5
cell_002153	4
cell_002154	2
cell_002155	2
cell_002156	5
cell_002157	2
cell_002158	1
cell_002159	2
cell_002160	0
cell_002161	1
cell_002162	5
cell_002163	3
cell_002164	3
cell_002165	3
cell_002166	2
cell_002167	3
cell_002168	2
cell_002169	1
cell_002170	3
cell_002171	0
cell_002172	3
cell_002173	4
cell_002174	0
cell_002175	0
cell_002176	0
cell_002177	0
cell_002178	1
cell_002179	0
cell_002180	0
cell_002181	0
cell_002182	0
cell_002183	0
cell_002184	3
cell_002185	3
cell_002186	0
cell_002187	2
cell_002188	0
cell_002189	1
cell_002190	1
cell_002191	1
cell_002192	0
cell_002193	0
cell_002194	1
cell_002195	0
cell_002196	1
cell_002197	0
cell_002198	2
cell_002199	1
cell_002200	0
cell_002201	4
cell_002202	0
cell_002203	0
cell_002204	1
cell_002205	5
cell_002206	0
cell_002207	0
cell_002208	1
cell_002209	0
cell_002210	3
cell_002211	0
cell_002212	4
cell_002213	0
cell_002214	6
cell_002215	3
cell_002216	2
cell_002217	1
cell_002218	1
cell_002219	2
cell_002220	2
cell_002221	1
cell_002222	1
cell_002223	1
cell_002224	5
cell_002225	0
cell_002226	1
cell_002227	2
cell_002228	0
cell_002229	1
cell_002230	3
cell_002231	3
cell_002232	1
cell_002233	0
cell_002234	0
cell_002235	1
cell_002236	1
cell_002237	1
cell_002238	3
cell_002239	1
cell_002240	0
cell_002241	0
cell_002242	1
cell_002243	3
cell_002244	4
cell_002245	1
cell_002246	0
cell_002247	2
cell_002248	0
cell_002249	1
cell_002250	1
cell_002251	1
cell_002252	1
cell_002253	0
cell_002254	0
cell_002255	2
cell_002256	2
cell_002257	1
cell_002258	0
cell_002259	1
cell_002260	2
cell_002261	0
cell_002262	2
cell_002263	0
cell_002264	5
cell_002265	3
cell_002266	2
cell_002267	2
cell_002268	2
cell_002269	6
cell_002270	1
cell_002271	0
cell_002272	3
cell_002273	2
cell_002274	1
cell_002275	1
cell_002276	4
cell_002277	5
cell_002278	2
cell_002279	1
cell_002280	3
cell_002281	4
cell_002282	1
cell_002283	0
cell_002284	1
cell_002285	4
cell_002286	1
cell_002287	1
cell_002288	2
cell_002289	1
cell_002290	0
cell_002291	0
cell_002292	0
cell_002293	1
cell_002294	1
cell_002295	0
cell_002296	0
cell_002297	0
cell_002298	1
cell_002299	0
cell_002300	1
cell_002301	2
cell_002302	0
cell_002303	1
cell_002304	0
cell_002305	1
cell_002306	1
cell_002307	0
cell_002308	0
cell_002309	0
cell_002310	1
cell_002311	0
cell_002312	0
cell_002313	0
cell_002314	4
cell_002315	0
cell_002316	0
cell_002317	0
cell_002318	0
cell_002319	0
cell_002320	1
cell_002321	2
cell_002322	0
cell_002323	0
cell_002324	0
cell_002325	0
cell_002326	1
cell_002327	1
cell_002328	0
cell_002329	2
cell_002330	0
cell_002331	0
cell_002332	1
cell_002333	0
cell_002334	1
cell_002335	3
cell_002336	0
cell_002337	0
cell_002338	1
cell_002339	0
cell_002340	0
cell_002341	0
cell_002342	0
cell_002343	1
cell_002344	0
cell_002345	0
cell_002346	0
cell_002347	2
cell_002348	1
cell_002349	1
cell_002350	1
cell_002351	0
cell_002352	0
cell_002353	4
cell_002354	1
cell_002355	0
cell_002356	1
cell_002357	1
cell_002358	0
cell_002359	2
cell_002360	3
cell_002361	2
cell_002362	2
cell_002363	0
cell_002364	0
cell_002365	0
cell_002366	0
cell_002367	2
cell_002368	0
cell_002369	0
cell_002370	0
cell_002371	1
cell_002372	1
cell_002373	1
cell_002374	0
cell_002375	0
cell_002376	1
cell_002377	1
cell_002378	0
cell_002379	2
cell_002380	2
cell_002381	1
cell_002382	1
cell_002383	0
cell_002384	0
cell_002385	0
cell_002386	1
cell_002387	0
cell_002388	0
cell_002389	0
cell_002390	1
cell_002391	2
cell_002392	1
cell_002393	2
cell_002394	0
cell_002395	0
cell_002396	0
cell_002397	0
cell_002398	1
cell_002399	1
cell_002400	0
cell_002401	2
cell_002402	3
cell_002403	0
cell_002404	2
cell_002405	4
cell_002406	1
cell_002407	0
cell_002408	0
cell_002409	1
cell_002410	4
cell_002411	0
cell_002412	1
cell_002413	2
cell_002414	0
cell_002415	4
cell_002416	1
cell_002417	2
cell_002418	1
cell_002419	0
cell_002420	3
cell_002421	2
cell_002422	0
cell_002423	4
cell_002424	6
cell_002425	0
cell_002426	1
cell_002427	0
cell_002428	1
cell_002429	2
cell_002430	1
cell_002431	1
cell_002432	1
cell_002433	0
cell_002434	2
cell_002435	1
cell_002436	2
cell_002437	0
cell_002438	0
cell_002439	0
cell_002440	1
cell_002441	1
cell_002442	1
cell_002443	0
cell_002444	1
cell_002445	1
cell_002446	0
cell_002447	1
cell_002448	0
cell_002449	0
cell_002450	0
cell_002451	3
cell_002452	0
cell_002453	1
cell_002454	0
cell_002455	4
cell_002456	2
cell_002457	0
cell_002458	1
cell_002459	0
cell_002460	0
cell_002461	2
cell_002462	0
cell_002463	0
cell_002464	2
cell_002465	5
cell_002466	2
cell_002467	1
cell_002468	1
cell_002469	2
cell_002470	0
cell_002471	3
cell_002472	0
cell_002473	2
cell_002474	1
cell_002475	1
cell_002476	0
cell_002477	0
cell_002478	0
cell_002479	1
cell_002480	0
cell_002481	3
cell_002482	0
cell_002483	0
cell_002484	1
cell_002485	0
cell_002486	1
cell_002487	0
cell_002488	0
cell_002489	0
cell_002490	0
cell_002491	0
cell_002492	1
cell_002493	0
cell_002494	0
cell_002495	0
cell_002496	0
cell_002497	0
cell_002498	0
cell_002499	1
cell_002500	0
cell_002501	0
cell_002502	0
cell_002503	0
cell_002504	0
cell_002505	0
cell_002506	0
cell_002507	0
cell_002508	0
cell_002509	1
cell_002510	1
cell_002511	0
cell_002512	0
cell_002513	1
cell_002514	0
cell_002515	0
cell_002516	0
cell_002517	1
cell_002518	0
cell_002519	0
cell_002520	1
cell_002521	3
cell_002522	0
cell_002523	2
cell_002524	0
cell_002525	0
cell_002526	0
cell_002527	0
cell_002528	1
cell_002529	0
cell_002530	1
cell_002531	1
cell_002532	1
cell_002533	0
cell_002534	0
cell_002535	0
cell_002536	1
cell_002537	0
cell_002538	0
cell_002539	1
cell_002540	0
cell_002541	1
cell_002542	1
cell_002543	0
cell_002544	1
cell_002545	2
cell_002546	0
cell_002547	0
cell_002548	1
cell_002549	0
cell_002550	0
cell_002551	0
cell_002552	0
cell_002553	2
cell_002554	0
cell_002555	0
cell_002556	1
cell_002557	0
cell_002558	1
cell_002559	0
cell_002560	0
cell_002561	0
cell_002562	1
cell_002563	3
cell_002564	1
cell_002565	3
cell_002566	1
cell_002567	1
cell_002568	1
cell_002569	0
cell_002570	0
cell_002571	2
cell_002572	1
cell_002573	1
cell_002574	0
cell_002575	1
cell_002576	1
cell_002577	0
cell_002578	1
cell_002579	2
cell_002580	2
cell_002581	1
cell_002582	2
cell_002583	3
cell_002584	1
cell_002585	1
cell_002586	1
cell_002587	1
cell_002588	0
cell_002589	0
cell_002590	0
cell_002591	2
cell_002592	0
cell_002593	0
cell_002594	1
cell_002595	0
cell_002596	3
cell_002597	2
cell_002598	2
cell_002599	0
cell_002600	1
cell_002601	2
cell_002602	0
cell_002603	0
cell_002604	1
cell_002605	0
cell_002606	0
cell_002607	4
cell_002608	0
cell_002609	1
cell_002610	0
cell_002611	2
cell_002612	0
cell_002613	0
cell_002614	0
cell_002615	1
cell_002616	2
cell_002617	1
cell_002618	2
cell_002619	3
cell_002620	2
cell_002621	3
cell_002622	3
cell_002623	1
cell_002624	1
cell_002625	0
cell_002626	3
cell_002627	1
cell_002628	0
cell_002629	1
cell_002630	1
cell_002631	1
cell_002632	1
cell_002633	2
cell_002634	1
cell_002635	1
cell_002636	1
cell_002637	1
cell_002638	0
cell_002639	0
cell_002640	1
cell_002641	1
cell_002642	0
cell_002643	2
cell_002644	3
cell_002645	0
cell_002646	3
cell_002647	2
cell_002648	1
cell_002649	1
cell_002650	1
cell_002651	0
cell_002652	1
cell_002653	0
cell_002654	0
cell_002655	0
cell_002656	0
cell_002657	0
cell_002658	0
cell_002659	0
cell_002660	0
cell_002661	0
cell_002662	0
cell_002663	0
cell_002664	0
cell_002665	0
cell_002666	1
cell_002667	1
cell_002668	0
cell_002669	0
cell_002670	0
cell_002671	0
cell_002672	1
cell_002673	0
cell_002674	0
cell_002675	0
cell_002676	1
cell_002677	0
cell_002678	1
cell_002679	0
cell_002680	0
cell_002681	0
cell_002682	0
cell_002683	0
cell_002684	1
cell_002685	0
cell_002686	0
cell_002687	1
cell_002688	1
cell_002689	0
cell_002690	0
cell_002691	0
cell_002692	0
cell_002693	0
cell_002694	0
cell_002695	1
cell_002696	0
cell_002697	1
cell_002698	2
cell_002699	0
cell_002700	0
cell_002701	0
cell_002702	1
cell_002703	2
cell_002704	1
cell_002705	0
cell_002706	1
cell_002707	0
cell_002708	0
cell_002709	0
cell_002710	0
cell_002711	0
cell_002712	0
cell_002713	0
cell_002714	0
cell_002715	0
cell_002716	0
cell_002717	3
cell_002718	1
cell_002719	1
cell_002720	0
cell_002721	0
cell_002722	0
cell_002723	1
cell_002724	1
cell_002725	0
cell_002726	0
cell_002727	0
cell_002728	1
cell_002729	1
cell_002730	0
cell_002731	1
cell_002732	1
cell_002733	1
cell_002734	0
cell_002735	3
cell_002736	0
cell_002737	0
cell_002738	0
cell_002739	0
cell_002740	1
cell_002741	1
cell_002742	0
cell_002743	2
cell_002744	0
cell_002745	2
cell_002746	1
cell_002747	2
cell_002748	0
cell_002749	0
cell_002750	2
cell_002751	0
cell_002752	1
cell_002753	0
cell_002754	0
cell_002755	0
cell_002756	0
cell_002757	0
cell_002758	1
cell_002759	1
cell_002760	1
cell_002761	0
cell_002762	0
cell_002763	0
cell_002764	0
cell_002765	0
cell_002766	0
cell_002767	0
cell_002768	1
cell_002769	0
cell_002770	1
cell_002771	0
cell_002772	0
cell_002773	1
cell_002774	1
cell_002775	0
cell_002776	1
cell_002777	2
cell_002778	0
cell_002779	0
cell_002780	1
cell_002781	0
cell_002782	0
cell_002783	3
cell_002784	2
cell_002785	0
cell_002786	0
cell_002787	1
cell_002788	1
cell_002789	1
cell_002790	1
cell_002791	1
cell_002792	4
cell_002793	0
cell_002794	0
cell_002795	1
cell_002796	1
cell_002797	0
cell_002798	1
cell_002799	1
cell_002800	3
cell_002801	0
cell_002802	0
cell_002803	0
cell_002804	1
cell_002805	0
cell_002806	0
cell_002807	1
cell_002808	0
cell_002809	0
cell_002810	0
cell_002811	2
cell_002812	0
cell_002813	0
cell_002814	1
cell_002815	2
cell_002816	1
cell_002817	1
cell_002818	1
cell_002819	1
cell_002820	4
cell_002821	0
cell_002822	1
cell_002823	2
cell_002824	0
cell_002825	1
cell_002826	0
cell_002827	0
cell_002828	0
cell_002829	0
cell_002830	0
cell_002831	1
cell_002832	4
cell_002833	2
cell_002834	1
cell_002835	1
cell_002836	0
cell_002837	0
cell_002838	2
cell_002839	1
cell_002840	1
cell_002841	0
cell_002842	1
cell_002843	3
cell_002844	0
cell_002845	0
cell_002846	1
cell_002847	2
cell_002848	0
cell_002849	0
cell_002850	1
cell_002851	6
cell_002852	0
cell_002853	1
cell_002854	1
cell_002855	0
cell_002856	0
cell_002857	0
cell_002858	3
cell_002859	1
cell_002860	1
cell_002861	0
cell_002862	5
cell_002863	1
cell_002864	2
cell_002865	0
cell_002866	2
cell_002867	0
cell_002868	1
cell_002869	1
cell_002870	0
cell_002871	2
cell_002872	0
cell_002873	3
cell_002874	2
cell_002875	1
cell_002876	0
cell_002877	2
cell_002878	2
cell_002879	0
cell_002880	1
cell_002881	0
cell_002882	2
cell_002883	1
cell_002884	2
cell_002885	2
cell_002886	0
cell_002887	0
cell_002888	1
cell_002889	0
cell_002890	1
cell_002891	0
cell_002892	1
cell_002893	0
cell_002894	0
cell_002895	0
cell_002896	0
cell_002897	0
cell_002898	0
cell_002899	1
cell_002900	0
cell_002901	0
cell_002902	0
cell_002903	1
cell_002904	1
cell_002905	0
cell_002906	1
cell_002907	1
cell_002908	1
cell_002909	0
cell_002910	0
cell_002911	1
cell_002912	0
cell_002913	0
cell_002914	0
cell_002915	1
cell_002916	0
cell_002917	1
cell_002918	1
cell_002919	1
cell_002920	0
cell_002921	0
cell_002922	1
cell_002923	0
cell_002924	0
cell_002925	1
cell_002926	0
cell_002927	0
cell_002928	1
cell_002929	1
cell_002930	0
cell_002931	1
cell_002932	0
cell_002933	0
cell_002934	1
cell_002935	0
cell_002936	2
cell_002937	0
cell_002938	0
cell_002939	1
cell_002940	1
cell_002941	0
cell_002942	2
cell_002943	1
cell_002944	0
cell_002945	0
cell_002946	0
cell_002947	1
cell_002948	0
cell_002949	2
cell_002950	0
cell_002951	1
cell_002952	1
cell_002953	0
cell_002954	2
cell_002955	0
cell_002956	0
cell_002957	1
cell_002958	0
cell_002959	0
cell_002960	0
cell_002961	0
cell_002962	0
cell_002963	1
cell_002964	1
cell_002965	0
cell_002966	0
cell_002967	3
cell_002968	1
cell_002969	0
cell_002970	0
cell_002971	0
cell_002972	0
cell_002973	0
cell_002974	0
cell_002975	2
cell_002976	5
cell_002977	0
cell_002978	0
cell_002979	0
cell_002980	1
cell_002981	1
cell_002982	0
cell_002983	0
cell_002984	2
cell_002985	2
cell_002986	1
cell_002987	0
cell_002988	0
cell_002989	0
cell_002990	0
cell_002991	0
cell_002992	0
cell_002993	1
cell_002994	3
cell_002995	3
cell_002996	1
cell_002997	0
cell_002998	0
cell_002999	0
cell_003000	0
cell_003001	0
cell_003002	0
cell_003003	0
cell_003004	2
cell_003005	1
cell_003006	2
cell_003007	0
cell_003008	0
cell_003009	0
cell_003010	1
cell_003011	0
cell_003012	2
cell_003013	0
cell_003014	4
cell_003015	0
cell_003016	0
cell_003017	2
cell_003018	0
cell_003019	3
cell_003020	2
cell_003021	2
cell_003022	1
cell_003023	2
cell_003024	2
cell_003025	3
cell_003026	0
cell_003027	1
cell_003028	0
cell_003029	0
cell_003030	0
cell_003031	1
cell_003032	1
cell_003033	0
cell_003034	0
cell_003035	1
cell_003036	2
cell_003037	2
cell_003038	0
cell_003039	0
cell_003040	1
cell_003041	2
cell_003042	2
cell_003043	0
cell_003044	1
cell_003045	0
cell_003046	1
cell_003047	0
cell_003048	2
cell_003049	0
cell_003050	3
cell_003051	0
cell_003052	0
cell_003053	0
cell_003054	1
cell_003055	0
cell_003056	1
cell_003057	2
cell_003058	1
cell_003059	3
cell_003060	2
cell_003061	3
cell_003062	0
cell_003063	0
cell_003064	1
cell_003065	0
cell_003066	1
cell_003067	2
cell_003068	0
cell_003069	1
cell_003070	1
cell_003071	0
cell_003072	0
cell_003073	1
cell_003074	0
cell_003075	2
cell_003076	0
cell_003077	0
cell_003078	0
cell_003079	0
cell_003080	1
cell_003081	1
cell_003082	3
cell_003083	1
cell_003084	1
cell_003085	0
cell_003086	2
cell_003087	0
cell_003088	3
cell_003089	3
cell_003090	2
cell_003091	0
cell_003092	4
cell_003093	0
cell_003094	0
cell_003095	1
cell_003096	1
cell_003097	0
cell_003098	2
cell_003099	1
cell_003100	1
cell_003101	0
cell_003102	0
cell_003103	0
cell_003104	2
cell_003105	1
cell_003106	0
cell_003107	0
cell_003108	0
cell_003109	0
cell_003110	0
cell_003111	0
cell_003112	1
cell_003113	1
cell_003114	2
cell_003115	0
cell_003116	0
cell_003117	2
cell_003118	0
cell_003119	0
cell_003120	0
cell_003121	0
cell_003122	0
cell_003123	1
cell_003124	1
cell_003125	1
cell_003126	1
cell_003127	2
cell_003128	0
cell_003129	0
cell_003130	0
cell_003131	0
cell_003132	0
cell_003133	0
cell_003134	0
cell_003135	1
cell_003136	1
cell_003137	0
cell_003138	0
cell_003139	0
cell_003140	1
cell_003141	1
cell_003142	1
cell_003143	2
cell_003144	0
cell_003145	0
cell_003146	0
cell_003147	2
cell_003148	0
cell_003149	1
cell_003150	0
cell_003151	1
cell_003152	0
cell_003153	0
cell_003154	0
cell_003155	2
cell_003156	0
cell_003157	0
cell_003158	0
cell_003159	0
cell_003160	0
cell_003161	0
cell_003162	1
cell_003163	0
cell_003164	0
cell_003165	2
cell_003166	0
cell_003167	0
cell_003168	0
cell_003169	2
cell_003170	0
cell_003171	1
cell_003172	2
cell_003173	0
cell_003174	2
cell_003175	1
cell_003176	4
cell_003177	1
cell_003178	1
cell_003179	1
cell_003180	2
cell_003181	3
cell_003182	0
cell_003183	1
cell_003184	0
cell_003185	1
cell_003186	0
cell_003187	2
cell_003188	2
cell_003189	0
cell_003190	1
cell_003191	1
cell_003192	1
cell_003193	1
cell_003194	1
cell_003195	5
cell_003196	2
cell_003197	1
cell_003198	2
cell_003199	3
cell_003200	1
cell_003201	2
cell_003202	0
cell_003203	0
cell_003204	1
cell_003205	1
cell_003206	3
cell_003207	0
cell_003208	1
cell_003209	1
cell_003210	0
cell_003211	1
cell_003212	0
cell_003213	0
cell_003214	0
cell_003215	0
cell_003216	0
cell_003217	1
cell_003218	0
cell_003219	0
cell_003220	0
cell_003221	0
cell_003222	1
cell_003223	1
cell_003224	0
cell_003225	1
cell_003226	0
cell_003227	0
cell_003228	2
cell_003229	1
cell_003230	0
cell_003231	2
cell_003232	3
cell_003233	0
cell_003234	1
cell_003235	0
cell_003236	1
cell_003237	2
cell_003238	1
cell_003239	0
cell_003240	1
cell_003241	4
cell_003242	1
cell_003243	2
cell_003244	0
cell_003245	2
cell_003246	0
cell_003247	0
cell_003248	0
cell_003249	0
cell_003250	0
cell_003251	0
cell_003252	0
cell_003253	0
cell_003254	1
cell_003255	0
cell_003256	0
cell_003257	2
cell_003258	0
cell_003259	1
cell_003260	0
cell_003261	0
cell_003262	0
cell_003263	0
cell_003264	0
cell_003265	5
cell_003266	0
cell_003267	0
cell_003268	0
cell_003269	0
cell_003270	0
cell_003271	1
cell_003272	0
cell_003273	0
cell_003274	1
cell_003275	0
cell_003276	0
cell_003277	0
cell_003278	0
cell_003279	0
cell_003280	0
cell_003281	1
cell_003282	0
cell_003283	2
cell_003284	0
cell_003285	0
cell_003286	0
cell_003287	0
cell_003288	0
cell_003289	1
cell_003290	1
cell_003291	1
cell_003292	1
cell_003293	4
cell_003294	0
cell_003295	0
cell_003296	1
cell_003297	0
cell_003298	0
cell_003299	1
cell_003300	0
cell_003301	1
cell_003302	1
cell_003303	0
cell_003304	2
cell_003305	0
cell_003306	0
cell_003307	0
cell_003308	1
cell_003309	0
cell_003310	0
cell_003311	0
cell_003312	1
cell_003313	1
cell_003314	1
cell_003315	0
cell_003316	0
cell_003317	0
cell_003318	2
cell_003319	0
cell_003320	0
cell_003321	0
cell_003322	0
cell_003323	0
cell_003324	1
cell_003325	1
cell_003326	1
cell_003327	1
cell_003328	0
cell_003329	2
cell_003330	0
cell_003331	2
cell_003332	0
cell_003333	2
cell_003334	2
cell_003335	0
cell_003336	2
cell_003337	0
cell_003338	2
cell_003339	4
cell_003340	0
cell_003341	0
cell_003342	1
cell_003343	0
cell_003344	3
cell_003345	2
cell_003346	0
cell_003347	1
cell_003348	0
cell_003349	1
cell_003350	1
cell_003351	1
cell_003352	3
cell_003353	3
cell_003354	0
cell_003355	1
cell_003356	0
cell_003357	3
cell_003358	2
cell_003359	0
cell_003360	0
cell_003361	0
cell_003362	0
cell_003363	0
cell_003364	1
cell_003365	2
cell_003366	4
cell_003367	3
cell_003368	1
cell_003369	2
cell_003370	0
cell_003371	0
cell_003372	1
cell_003373	0
cell_003374	0
cell_003375	1
cell_003376	2
cell_003377	1
cell_003378	0
cell_003379	1
cell_003380	0
cell_003381	1
cell_003382	2
cell_003383	3
cell_003384	2
cell_003385	4
cell_003386	1
cell_003387	4
cell_003388	2
cell_003389	0
cell_003390	0
cell_003391	1
cell_003392	2
cell_003393	3
cell_003394	1
cell_003395	1
cell_003396	0
cell_003397	0
cell_003398	0
cell_003399	0
cell_003400	2
cell_003401	0
cell_003402	0
cell_003403	1
cell_003404	0
cell_003405	2
cell_003406	0
cell_003407	2
cell_003408	0
cell_003409	2
cell_003410	2
cell_003411	0
cell_003412	0
cell_003413	5
cell_003414	2
cell_003415	0
cell_003416	3
cell_003417	1
cell_003418	0
cell_003419	1
cell_003420	0
cell_003421	1
cell_003422	0
cell_003423	1
cell_003424	0
cell_003425	6
cell_003426	2
cell_003427	1
cell_003428	0
cell_003429	2
cell_003430	1
cell_003431	0
cell_003432	0
cell_003433	2
cell_003434	0
cell_003435	3
cell_003436	3
cell_003437	4
cell_003438	1
cell_003439	2
cell_003440	2
cell_003441	1
cell_003442	0
cell_003443	0
cell_003444	2
cell_003445	3
cell_003446	2
cell_003447	2
cell_003448	0
cell_003449	2
cell_003450	0
cell_003451	3
cell_003452	0
cell_003453	2
cell_003454	1
cell_003455	3
cell_003456	2
cell_003457	1
cell_003458	0
cell_003459	0
cell_003460	0
cell_003461	2
cell_003462	0
cell_003463	0
cell_003464	0
cell_003465	0
cell_003466	1
cell_003467	0
cell_003468	0
cell_003469	0
cell_003470	4
cell_003471	2
cell_003472	1
cell_003473	0
cell_003474	1
cell_003475	0
cell_003476	0
cell_003477	1
cell_003478	1
cell_003479	1
cell_003480	0
cell_003481	0
cell_003482	0
cell_003483	1
cell_003484	0
cell_003485	2
cell_003486	0
cell_003487	0
cell_003488	0
cell_003489	0
cell_003490	0
cell_003491	4
cell_003492	1
cell_003493	1
cell_003494	0
cell_003495	0
